"","dose_rate"
"211",0.110486045479775
"212",0.114164352416992
"213",0.132038116455078
"214",0.121216766536236
"215",0.108121886849403
"216",0.109283432364464
"217",0.111799240112305
"218",0.110150322318077
"219",0.111636146903038
"220",0.112061507999897
"221",0.11305046826601
"222",0.111169822514057
"223",0.110795013606548
"224",0.111156471073627
"225",0.116435058414936
"226",0.112468726933002
"227",0.113443374633789
"228",0.110724456608295
"229",0.110328681766987
"230",0.109956733882427
"231",0.108815185725689
"232",0.10882281512022
"233",0.109933853149414
"234",0.110356330871582
"235",0.111282341182232
"236",0.108878143131733
"237",0.113622680306435
"238",0.113323219120502
"239",0.112362861633301
"240",0.112113006412983
"241",0.111496925354004
"242",0.109147071838379
"243",0.11117934435606
"244",0.112557411193848
"245",0.112301826477051
"246",0.11033533513546
"247",0.112133994698525
"248",0.112231239676475
"249",0.111986167728901
"250",0.111083984375
"251",0.11295223981142
"252",0.111465454101562
"253",0.11161994189024
"254",0.112936973571777
"255",0.109086997807026
"256",0.113032333552837
"257",0.111428260803223
"258",0.109574310481548
"259",0.112692825496197
"260",0.111038200557232
"261",0.111181251704693
"262",0.11338996887207
"263",0.110158912837505
"264",0.110601425170898
"265",0.109230034053326
"266",0.111027717590332
"267",0.111879341304302
"268",0.11146354675293
"269",0.113121971487999
"270",0.111593253910542
"271",0.111870773136616
"272",0.113620758056641
"273",0.109423622488975
"274",0.113460555672646
"275",0.111738212406635
"276",0.110513679683208
"277",0.112866394221783
"278",0.112617485225201
"279",0.115209579467773
"280",0.115400306880474
"281",0.114296905696392
"282",0.114017494022846
"283",0.11393928527832
"284",0.115446098148823
"285",0.113431937992573
"286",0.11163042485714
"287",0.113228797912598
"288",0.114555366337299
"289",0.113047584891319
"290",0.11353112757206
"291",0.112822540104389
"292",0.111787803471088
"293",0.112434387207031
"294",0.113518729805946
"295",0.116875641047955
"296",0.134067535400391
"297",0.123640060424805
"298",0.114015586674213
"299",0.11005686968565
"300",0.110672935843468
"301",0.108920104801655
"302",0.109567649662495
"303",0.111438751220703
"304",0.111155517399311
"305",0.112241730093956
"306",0.111827842891216
"307",0.11308478564024
"308",0.10987950116396
"309",0.110379226505756
"310",0.110297203063965
"311",0.110930450260639
"312",0.110250480473042
"313",0.10925579816103
"314",0.11599350720644
"315",0.116826049983501
"316",0.109636299312115
"317",0.109781257808208
"318",0.108332648873329
"319",0.113180160522461
"320",0.111705772578716
"321",0.112438194453716
"322",0.129364013671875
"323",0.12678337097168
"324",0.110383987426758
"325",0.109434135258198
"326",0.108072273433208
"327",0.108684539794922
"328",0.108406074345112
"329",0.11034107208252
"330",0.10927390307188
"331",0.109086997807026
"332",0.113253585994244
"333",0.112043373286724
"334",0.109606735408306
"335",0.10850428044796
"336",0.111960403621197
"337",0.108603484928608
"338",0.109162323176861
"339",0.111606605350971
"340",0.110229477286339
"341",0.113719947636127
"342",0.11178969591856
"343",0.113603584468365
"344",0.109809868037701
"345",0.10798455029726
"346",0.109416969120502
"347",0.109348304569721
"348",0.107606880366802
"349",0.107143417000771
"350",0.110609047114849
"351",0.109811782836914
"352",0.109307281672955
"353",0.109830863773823
"354",0.11100672930479
"355",0.111655235290527
"356",0.108929634094238
"357",0.109269134700298
"358",0.0971508100628853
"359",0.0969457626342773
"360",0.0937518998980522
"361",0.0946788862347603
"362",0.0953884124755859
"363",0.0956525877118111
"364",0.0974006652832031
"365",0.0976171493530273
"366",0.0978012084960938
"367",0.0978116989135742
"368",0.098484992980957
"369",0.0971155166625977
"370",0.099362388253212
"371",0.0997772291302681
"372",0.0974798128008842
"373",0.099244125187397
"374",0.0968580171465873
"375",0.100110061466694
"376",0.0993824079632759
"377",0.100596435368061
"378",0.103277213871479
"379",0.10061264783144
"380",0.103050239384174
"381",0.101593032479286
"382",0.102580077946186
"383",0.10036850720644
"384",0.101713187992573
"385",0.0978650972247123
"386",0.101061813533306
"387",0.102004997432232
"388",0.10221005231142
"389",0.10135842114687
"390",0.100406654179096
"391",0.103611938655376
"392",0.104202263057232
"393",0.104399681091309
"394",0.103913307189941
"395",0.103961952030659
"396",0.105053916573525
"397",0.102510452270508
"398",0.105632781982422
"399",0.106918342411518
"400",0.105015747249126
"401",0.105483062565327
"402",0.103275291621685
"403",0.10540771484375
"404",0.105796813964844
"405",0.10406494140625
"406",0.104828834533691
"407",0.104611396789551
"408",0.107934944331646
"409",0.106324195861816
"410",0.105846412479877
"411",0.106344223022461
"412",0.104762077331543
"413",0.104889862239361
"414",0.104724891483784
"415",0.107746124267578
"416",0.106053344905376
"417",0.105517394840717
"418",0.105936035513878
"419",0.105848304927349
"420",0.107377991080284
"421",0.106386192142963
"422",0.106384284794331
"423",0.104397766292095
"424",0.10834501683712
"425",0.117326728999615
"426",0.109596259891987
"427",0.105792045593262
"428",0.10694120824337
"429",0.106643669307232
"430",0.105025291442871
"431",0.1078090518713
"432",0.10588551312685
"433",0.107784278690815
"434",0.107199676334858
"435",0.10642147809267
"436",0.117578499019146
"437",0.112461090087891
"438",0.105194091796875
"439",0.106498718261719
"440",0.10592270642519
"441",0.103694923222065
"442",0.10828972607851
"443",0.105348579585552
"444",0.1083774715662
"445",0.114101409912109
"446",0.119709983468056
"447",0.112715721130371
"448",0.107250221073627
"449",0.107433304190636
"450",0.10579489171505
"451",0.137388229370117
"452",0.143207550048828
"453",0.135944366455078
"454",0.114415176212788
"455",0.119585037231445
"456",0.11604880541563
"457",0.114776618778706
"458",0.112442962825298
"459",0.111080169677734
"460",0.108984000980854
"461",0.108857147395611
"462",0.10590361058712
"463",0.104424476623535
"464",0.105142593383789
"465",0.10588551312685
"466",0.103473670780659
"467",0.107461921870708
"468",0.105387687683105
"469",0.105681426823139
"470",0.104419700801373
"471",0.106466293334961
"472",0.106117233633995
"473",0.10921860486269
"474",0.111831657588482
"475",0.104790680110455
"476",0.104808814823627
"477",0.1055478900671
"478",0.103958137333393
"479",0.107242576777935
"480",0.106345184147358
"481",0.104607582092285
"482",0.104805946350098
"483",0.105280883610249
"484",0.106889717280865
"485",0.106480590999126
"486",0.105217926204205
"487",0.107429519295692
"488",0.107351295650005
"489",0.104844078421593
"490",0.10547161847353
"491",0.104759223759174
"492",0.103525169193745
"493",0.10555362701416
"494",0.105093948543072
"495",0.107160553336143
"496",0.107286460697651
"497",0.106109619140625
"498",0.105916008353233
"499",0.104501739144325
"500",0.113844871520996
"501",0.119709007441998
"502",0.110107421875
"503",0.110822677612305
"504",0.106060020625591
"505",0.102144226431847
"506",0.104788780212402
"507",0.107405669987202
"508",0.105349533259869
"509",0.107991218566895
"510",0.113496780395508
"511",0.114813812077045
"512",0.113490097224712
"513",0.104863159358501
"514",0.105073928833008
"515",0.105258949100971
"516",0.105561256408691
"517",0.105920784175396
"518",0.10329245775938
"519",0.103731147944927
"520",0.105051033198833
"521",0.103565208613873
"522",0.103506088256836
"523",0.104690566658974
"524",0.105748169124126
"525",0.103644378483295
"526",0.103689186275005
"527",0.104051597416401
"528",0.104635238647461
"529",0.10397719591856
"530",0.10481833666563
"531",0.106077194213867
"532",0.104801170527935
"533",0.10590361058712
"534",0.10449505597353
"535",0.108307830989361
"536",0.108978264033794
"537",0.105958946049213
"538",0.107458107173443
"539",0.105859763920307
"540",0.1058349609375
"541",0.105392463505268
"542",0.106587417423725
"543",0.105977065861225
"544",0.105637542903423
"545",0.106478683650494
"546",0.102476112544537
"547",0.105984695255756
"548",0.106067657470703
"549",0.105173103511333
"550",0.104589477181435
"551",0.103736884891987
"552",0.10513211786747
"553",0.103403091430664
"554",0.103873252868652
"555",0.103550918400288
"556",0.105425842106342
"557",0.105689994990826
"558",0.10666561871767
"559",0.107514381408691
"560",0.105828292667866
"561",0.1044817045331
"562",0.106656081974506
"563",0.125146865844727
"564",0.140310287475586
"565",0.128297820687294
"566",0.115584380924702
"567",0.126373305916786
"568",0.109706871211529
"569",0.104242317378521
"570",0.103802673518658
"571",0.104500763118267
"572",0.103708274662495
"573",0.104008682072163
"574",0.10332964360714
"575",0.104954726994038
"576",0.104032516479492
"577",0.104938514530659
"578",0.104289054870605
"579",0.102968208491802
"580",0.102811828255653
"581",0.103560447692871
"582",0.105134971439838
"583",0.10455035418272
"584",0.10705853253603
"585",0.105244643986225
"586",0.106966026127338
"587",0.107221610844135
"588",0.106894485652447
"589",0.108063690364361
"590",0.110421180725098
"591",0.113489151000977
"592",0.107761383056641
"593",0.103678710758686
"594",0.103001601994038
"595",0.105647087097168
"596",0.105078689754009
"597",0.105666160583496
"598",0.107824325561523
"599",0.108370773494244
"600",0.106050491333008
"601",0.104578025639057
"602",0.104375839233398
"603",0.104640953242779
"604",0.108060836791992
"605",0.105342872440815
"606",0.1054582670331
"607",0.105405807495117
"608",0.105519287288189
"609",0.106247894465923
"610",0.106468200683594
"611",0.10555075854063
"612",0.108870513737202
"613",0.107662208378315
"614",0.108320221304893
"615",0.107514381408691
"616",0.108135215938091
"617",0.111846931278706
"618",0.111295692622662
"619",0.105408675968647
"620",0.104742996394634
"621",0.10398007184267
"622",0.10471535474062
"623",0.101312637329102
"624",0.103873252868652
"625",0.104804992675781
"626",0.101760856807232
"627",0.105591766536236
"628",0.103672035038471
"629",0.105895057320595
"630",0.103469848632812
"631",0.104529373347759
"632",0.105315200984478
"633",0.106008529663086
"634",0.104911796748638
"635",0.103565208613873
"636",0.106801018118858
"637",0.105239875614643
"638",0.105749122798443
"639",0.105721466243267
"640",0.106212608516216
"641",0.103248603641987
"642",0.10503102093935
"643",0.106727607548237
"644",0.106106765568256
"645",0.105677597224712
"646",0.105318062007427
"647",0.104424476623535
"648",0.104547493159771
"649",0.106772430241108
"650",0.105790130794048
"651",0.103841781616211
"652",0.10832404345274
"653",0.104227058589458
"654",0.10455609112978
"655",0.104408271610737
"656",0.112393379211426
"657",0.117484092712402
"658",0.132394790649414
"659",0.121227256953716
"660",0.107168197631836
"661",0.102008819580078
"662",0.102078445255756
"663",0.100527763366699
"664",0.103667266666889
"665",0.101651199162006
"666",0.108356460928917
"667",0.106908813118935
"668",0.111415855586529
"669",0.106270790100098
"670",0.104619972407818
"671",0.101343154907227
"672",0.10288143903017
"673",0.102349296212196
"674",0.102365501224995
"675",0.103861816227436
"676",0.103370673954487
"677",0.102380752563477
"678",0.103150352835655
"679",0.101838111877441
"680",0.103028297424316
"681",0.104801170527935
"682",0.106528274714947
"683",0.110719680786133
"684",0.131011962890625
"685",0.125749588012695
"686",0.114189147949219
"687",0.105928413569927
"688",0.102828025817871
"689",0.102302551269531
"690",0.102110870182514
"691",0.102914802730083
"692",0.105976104736328
"693",0.103731147944927
"694",0.104496955871582
"695",0.107584945857525
"696",0.111291892826557
"697",0.114618308842182
"698",0.111488342285156
"699",0.106294639408588
"700",0.106097228825092
"701",0.107980735599995
"702",0.109051711857319
"703",0.10793399810791
"704",0.109457023441792
"705",0.104872703552246
"706",0.105377189815044
"707",0.107826225459576
"708",0.10532283782959
"709",0.108224868774414
"710",0.106222160160542
"711",0.103545188903809
"712",0.103449814021587
"713",0.10414694994688
"714",0.105006210505962
"715",0.103995323181152
"716",0.10269832611084
"717",0.100780487060547
"718",0.099725715816021
"719",0.101810455322266
"720",0.097661979496479
"721",0.0964031219482422
"722",0.0974855497479439
"723",0.0957736894488335
"724",0.0974283218383789
"725",0.0976591184735298
"726",0.0980100780725479
"727",0.0973281860351562
"728",0.0688419342041016
"729",0.0701665878295898
"730",0.0679740905761719
"731",0.0688362047076225
"732",0.0690069198608398
"733",0.0689973831176758
"734",0.0696411207318306
"735",0.0780010297894478
"736",0.075404167175293
"737",0.0712699890136719
"738",0.0696077346801758
"739",0.0697441026568413
"740",0.0700845643877983
"741",0.0714740678668022
"742",0.0725545957684517
"743",0.0712270811200142
"744",0.0707082822918892
"745",0.0697574615478516
"746",0.0720758438110352
"747",0.0718994215130806
"748",0.0708351209759712
"749",0.072656624019146
"750",0.0753049775958061
"751",0.0737695768475533
"752",0.070281982421875
"753",0.072088249027729
"754",0.0707235410809517
"755",0.0733757093548775
"756",0.0699148178100586
"757",0.0722427368164062
"758",0.0718927383422852
"759",0.0710001066327095
"760",0.0713300630450249
"761",0.0702667161822319
"762",0.0719003677368164
"763",0.0717706605792046
"764",0.0702342912554741
"765",0.0721759721636772
"766",0.0712661668658257
"767",0.0716953277587891
"768",0.0688924714922905
"769",0.0710687637329102
"770",0.0711297914385796
"771",0.0739574432373047
"772",0.0723743438720703
"773",0.073369026184082
"774",0.0715828016400337
"775",0.0736417844891548
"776",0.0717887878417969
"777",0.0751543119549751
"778",0.0778675079345703
"779",0.0828123167157173
"780",0.0851755142211914
"781",0.0857191011309624
"782",0.0900278091430664
"783",0.0856218338012695
"784",0.0760335922241211
"785",0.0744838640093803
"786",0.0730524137616158
"787",0.0733051374554634
"788",0.0717134475708008
"789",0.0750474855303764
"790",0.0733489990234375
"791",0.0715246126055717
"792",0.0708637163043022
"793",0.0685787126421928
"794",0.0717296600341797
"795",0.069332130253315
"796",0.0710783079266548
"797",0.0722227096557617
"798",0.0713472440838814
"799",0.0731611251831055
"800",0.070714958012104
"801",0.0720329284667969
"802",0.0729293823242188
"803",0.0701932981610298
"804",0.0692863389849663
"805",0.0701150819659233
"806",0.0709972456097603
"807",0.068760871887207
"808",0.0726089477539062
"809",0.0718402862548828
"810",0.0715122148394585
"811",0.0739259719848633
"812",0.0724906921386719
"813",0.0719480514526367
"814",0.0726280137896538
"815",0.0730686113238335
"816",0.0705623552203178
"817",0.0727348253130913
"818",0.0726385042071342
"819",0.0727014541625977
"820",0.0728225782513618
"821",0.0728006288409233
"822",0.0719776153564453
"823",0.0748014375567436
"824",0.0715017318725586
"825",0.0736808776855469
"826",0.0749340131878853
"827",0.079707145690918
"828",0.0789737701416016
"829",0.0735158994793892
"830",0.0729713439941406
"831",0.074000358581543
"832",0.0758123397827148
"833",0.0780677869915962
"834",0.0788526609539986
"835",0.0828723981976509
"836",0.0813140943646431
"837",0.0849437713623047
"838",0.0857734605669975
"839",0.0928764343261719
"840",0.0914888307452202
"841",0.0872096940875053
"842",0.0837011262774467
"843",0.0849084854125977
"844",0.083683006465435
"845",0.0799093320965767
"846",0.0782880783081055
"847",0.0755710601806641
"848",0.0736055374145508
"849",0.0707969591021538
"850",0.0697393491864204
"851",0.0681934356689453
"852",0.0681915208697319
"853",0.0670356750488281
"854",0.0683937147259712
"855",0.0675335004925728
"856",0.0688247680664062
"857",0.0681133344769478
"858",0.0695362091064453
"859",0.0685396119952202
"860",0.0691614225506783
"861",0.0702581405639648
"862",0.0720901414752007
"863",0.074158675968647
"864",0.0820789337158203
"865",0.0748300477862358
"866",0.0741548612713814
"867",0.0734443664550781
"868",0.0742282867431641
"869",0.0705499574542046
"870",0.0696182250976562
"871",0.0673151016235352
"872",0.0687341690063477
"873",0.0691852495074272
"874",0.0694065019488335
"875",0.0695343092083931
"876",0.0712919309735298
"877",0.0701656341552734
"878",0.07168959826231
"879",0.0709638595581055
"880",0.0718908309936523
"881",0.0708971098065376
"882",0.0702028349041939
"883",0.0698566362261772
"884",0.0695400238037109
"885",0.0691299512982368
"886",0.0704860687255859
"887",0.0704202577471733
"888",0.0681324005126953
"889",0.0675754547119141
"890",0.0676193237304688
"891",0.0674962997436523
"892",0.0675811767578125
"893",0.0678243637084961
"894",0.0675668641924858
"895",0.0691699981689453
"896",0.067962646484375
"897",0.0681972429156303
"898",0.0689973831176758
"899",0.0686473846435547
"900",0.0670690536499023
"901",0.0688924714922905
"902",0.0742416456341743
"903",0.0794773027300835
"904",0.0759649351239204
"905",0.0736332014203072
"906",0.0802555084228516
"907",0.0742530822753906
"908",0.0785894319415092
"909",0.0737705230712891
"910",0.0702047422528267
"911",0.0694570615887642
"912",0.0714244768023491
"913",0.0792293474078178
"914",0.0744314268231392
"915",0.086334228515625
"916",0.0855255201458931
"917",0.0714282914996147
"918",0.0723962783813477
"919",0.0701503828167915
"920",0.071868896484375
"921",0.0703916549682617
"922",0.0717077180743217
"923",0.072667121887207
"924",0.0690546035766602
"925",0.0693693161010742
"926",0.0722169950604439
"927",0.0694570615887642
"928",0.0709838941693306
"929",0.0706415176391602
"930",0.0715913698077202
"931",0.0710029676556587
"932",0.0698652267456055
"933",0.0719079896807671
"934",0.0718212127685547
"935",0.0720281526446342
"936",0.0704870298504829
"937",0.0706338956952095
"938",0.0692386627197266
"939",0.0714292451739311
"940",0.0721235275268555
"941",0.0726804807782173
"942",0.0714559555053711
"943",0.0720110014081001
"944",0.0732917860150337
"945",0.0729532241821289
"946",0.0715770646929741
"947",0.0730905458331108
"948",0.0687065124511719
"949",0.0724925920367241
"950",0.0701475217938423
"951",0.071040153503418
"952",0.0719747468829155
"953",0.0718917772173882
"954",0.0712928846478462
"955",0.0730180740356445
"956",0.0712137147784233
"957",0.0717239454388618
"958",0.069727897644043
"959",0.0711212083697319
"960",0.072870247066021
"961",0.0722589492797852
"962",0.0714569091796875
"963",0.0720977708697319
"964",0.072331428527832
"965",0.0722084045410156
"966",0.0757942274212837
"967",0.0747766569256783
"968",0.0734376981854439
"969",0.074243538081646
"970",0.0731267854571342
"971",0.072845458984375
"972",0.0734348297119141
"973",0.073670394718647
"974",0.0742664337158203
"975",0.0755262449383736
"976",0.072510726749897
"977",0.0747289583086967
"978",0.0731067582964897
"979",0.0732803419232368
"980",0.0741882249712944
"981",0.0741634368896484
"982",0.0737695768475533
"983",0.0731391832232475
"984",0.0728721618652344
"985",0.0720348358154297
"986",0.0753126069903374
"987",0.0765991136431694
"988",0.0754880979657173
"989",0.0802087783813477
"990",0.0771942213177681
"991",0.077276237308979
"992",0.0763940811157227
"993",0.0753803327679634
"994",0.0751791000366211
"995",0.0758809968829155
"996",0.0735807418823242
"997",0.0745325013995171
"998",0.0767602846026421
"999",0.0746583864092827
"1000",0.0760707780718803
"1001",0.0774679183959961
"1002",0.0776815414428711
"1003",0.0761041566729546
"1004",0.07686997205019
"1005",0.0771617814898491
"1006",0.0771942213177681
"1007",0.0762271881103516
"1008",0.0766382217407227
"1009",0.0763034820556641
"1010",0.0788440704345703
"1011",0.07611083984375
"1012",0.0809297561645508
"1013",0.0792970582842827
"1014",0.0793943330645561
"1015",0.0781488493084908
"1016",0.078760139644146
"1017",0.07965087890625
"1018",0.0835161209106445
"1019",0.0803327560424805
"1020",0.0809106901288033
"1021",0.0776691511273384
"1022",0.0804080963134766
"1023",0.0809488371014595
"1024",0.0817832872271538
"1025",0.0808458253741264
"1026",0.082859992980957
"1027",0.0833759382367134
"1028",0.0828933641314507
"1029",0.0817308500409126
"1030",0.0841751173138618
"1031",0.0865364074707031
"1032",0.0843744203448296
"1033",0.0825605466961861
"1034",0.0847807005047798
"1035",0.0895023345947266
"1036",0.0838260650634766
"1037",0.0856771543622017
"1038",0.0855875089764595
"1039",0.0847807005047798
"1040",0.0854930803179741
"1041",0.0872669145464897
"1042",0.0863332822918892
"1043",0.0876655504107475
"1044",0.0894822999835014
"1045",0.0884876176714897
"1046",0.0870914459228516
"1047",0.0855331420898438
"1048",0.0873346403241158
"1049",0.0917778015136719
"1050",0.100935943424702
"1051",0.0927648544311523
"1052",0.089599609375
"1053",0.0928592756390572
"1054",0.0932397842407227
"1055",0.0894861221313477
"1056",0.090368278324604
"1057",0.0877704545855522
"1058",0.0912408754229546
"1059",0.0885963514447212
"1060",0.0911855697631836
"1061",0.091131217777729
"1062",0.0909385681152344
"1063",0.0902204439043999
"1064",0.0943536683917046
"1065",0.0930328294634819
"1066",0.0939121246337891
"1067",0.09552001953125
"1068",0.0923700258135796
"1069",0.0918493196368218
"1070",0.0932188034057617
"1071",0.0930919647216797
"1072",0.0936327055096627
"1073",0.0931491777300835
"1074",0.0941791534423828
"1075",0.0924081727862358
"1076",0.0945205762982368
"1077",0.0926923826336861
"1078",0.0927267074584961
"1079",0.0937852784991264
"1080",0.091650016605854
"1081",0.0951261445879936
"1082",0.0954532697796822
"1083",0.0935154035687447
"1084",0.095800407230854
"1085",0.0953035280108452
"1086",0.0947322845458984
"1087",0.0815649032592773
"1088",0.0906152650713921
"1089",0.0781383588910103
"1090",0.0757360458374023
"1091",0.0817594453692436
"1092",0.0743370056152344
"1093",0.0711669921875
"1094",0.0721368715167046
"1095",0.071075439453125
"1096",0.0728645324707031
"1097",0.0730304718017578
"1098",0.0736474916338921
"1099",0.0732440948486328
"1100",0.0753879547119141
"1101",0.0766620561480522
"1102",0.0762748718261719
"1103",0.0745763704180717
"1104",0.0852861404418945
"1105",0.0772829055786133
"1106",0.0785007402300835
"1107",0.0719404220581055
"1108",0.0717773362994194
"1109",0.0720033645629883
"1110",0.0726394578814507
"1111",0.0735664293169975
"1112",0.0805387571454048
"1113",0.0876398012042046
"1114",0.0829105377197266
"1115",0.0761947557330132
"1116",0.0762538909912109
"1117",0.0747871398925781
"1118",0.072811134159565
"1119",0.0739088132977486
"1120",0.0899915620684624
"1121",0.0918064042925835
"1122",0.0961914137005806
"1123",0.0886449739336967
"1124",0.0813846588134766
"1125",0.0808734893798828
"1126",0.0787696838378906
"1127",0.0756845474243164
"1128",0.078486442565918
"1129",0.0858964920043945
"1130",0.0948028489947319
"1131",0.0918855667114258
"1132",0.084283821284771
"1133",0.085417740046978
"1134",0.0858936309814453
"1135",0.0827064514160156
"1136",0.0836105346679688
"1137",0.0748634412884712
"1138",0.0727682188153267
"1139",0.0709562301635742
"1140",0.0701141282916069
"1141",0.0699043199419975
"1142",0.0683937147259712
"1143",0.0698957368731499
"1144",0.0718297883868217
"1145",0.0680923536419868
"1146",0.0702171325683594
"1147",0.0714158937335014
"1148",0.0700693130493164
"1149",0.0710067749023438
"1150",0.0702838897705078
"1151",0.0684347227215767
"1152",0.066279411315918
"1153",0.0682764053344727
"1154",0.0692014694213867
"1155",0.0699300765991211
"1156",0.073612205684185
"1157",0.0719547271728516
"1158",0.0741863176226616
"1159",0.0703458860516548
"1160",0.068058006465435
"1161",0.0666513442993164
"1162",0.0688409805297852
"1163",0.0683994367718697
"1164",0.0676755979657173
"1165",0.0678634569048882
"1166",0.0680151060223579
"1167",0.068475715816021
"1168",0.0668344497680664
"1169",0.0682039260864258
"1170",0.0662193223834038
"1171",0.0673151016235352
"1172",0.0686159208416939
"1173",0.0703020095825195
"1174",0.0678300857543945
"1175",0.0724420547485352
"1176",0.0789213255047798
"1177",0.0834722444415092
"1178",0.0885476991534233
"1179",0.0784997865557671
"1180",0.0725250244140625
"1181",0.0745792388916016
"1182",0.0753164291381836
"1183",0.0740928649902344
"1184",0.0709314271807671
"1185",0.0729122161865234
"1186",0.0685176849365234
"1187",0.0690136030316353
"1188",0.0708818435668945
"1189",0.0710687637329102
"1190",0.0701446458697319
"1191",0.0685920715332031
"1192",0.0708560943603516
"1193",0.0718555524945259
"1194",0.0713424608111382
"1195",0.0696592330932617
"1196",0.0693206787109375
"1197",0.0700292661786079
"1198",0.069890022277832
"1199",0.0711660385131836
"1200",0.0722188875079155
"1201",0.0748682022094727
"1202",0.0705127790570259
"1203",0.069854736328125
"1204",0.0692787244915962
"1205",0.0703296735882759
"1206",0.0706090927124023
"1207",0.0685758516192436
"1208",0.0732831880450249
